Year,Month,Department,Division,Merchant,TranxDescription,TranxDate,TrnxAmount,Difference
2020,11,DEPT OF SAFETY AND HOMELAND,Dema,STAPLS0183569916000001,Stationery-Office Supplies-Printing Writing Pap,05-09-2020,71.5,28.5
2021,6,DEPT OF CORRECTIONS,Delaware Correctional Industri,AGAS MFG GROUP,Nondurable Goods Not Elsewhere Classified,12/14/2020,9.59,90.41
2020,4,DEPT OF CORRECTIONS,New Castle Cty Community Corre,HILYARDS INC,Construction Materials Not Elsewhere Classified,10-02-2019,-128.55,-28.55000000000001
2023,5,DEL TECH AND COMM COLLEGE,WILMINGTON CAMPUS,CAHIIM,Organizations Charitable And Social Services,11-11-2022,3000.0,-2900.0
2019,3,DEPT OF CORRECTIONS,Facilities Maintenance,WEAVER'S SANITATION LLC,Utlts-Elctrc Gas Heating Oil Sanitary Water,09-11-2018,1121.0,-1021.0
2022,1,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,AWL*PEARSON EDUCATION,Schools Educational Svc-Not Elsewhere Classified,07/26/2021,203.52,-103.52000000000001
2019,9,DEPT OF HEALTH AND SOCIAL SV,Community Health,CAN*CANONFINANCIAL CFS,Electronic Sales,03/25/2019,321.24,-221.24
2023,1,DEPT OF CORRECTIONS,Administrative Services,INDEED,Professional Services-Not Elsewhere Classified,07-01-2022,312.15,-212.14999999999998
2020,4,DEPT OF FINANCE,State Lottery Office,MIRAGE - THE PANTRY,Eating Places Restaurants,10/15/2019,25.57,74.43
2023,3,MOT CHARTER SCHOOL,MOT Charter School,TEACHERSPAYTEACHERS.COM,Schools Educational Svc-Not Elsewhere Classified,09/22/2022,19.42,80.58
2019,2,SVS FR CHILDREN YOUTH FAMILIES,Periodic Treatment,JAMBA JUICE #1286,Fast Food Restaurants,07/28/2018,7.47,92.53
2022,8,SUSSEX TECHNICAL SCHL DISTRICT,Sussex Technical Schl District,WEB*NETWORKSOLUTIONS,Direct Marketing-Continuity-Subscription Merchants,02-08-2022,42.99,57.01
2022,5,DEPT OF NATRL RES AND ENV CONT,Waste and Hazardous Substances,HOMEDEPOT.COM,Home Supply Warehouse Stores,11/14/2021,771.0,-671.0
2022,4,DEPT OF CORRECTIONS,Kent Cty Community Correction,WALMART.COM AA,Discount Stores,10-12-2021,29.99,70.01
2019,11,DEPT OF STATE,Office of the Director,LEGACY KITCHEN - T,Eating Places Restaurants,05/20/2019,7.16,92.84
2022,5,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,MICHAELS STORES 3709,Artist Supply Stores Craft Shops,11/18/2021,54.05,45.95
2019,10,DESIGN THINKING ACADEMY,Design Thinking Academy,MAIN EVENT-WILMINGTON-,Recreation Services Not Elsewhere Classified,04-06-2019,1800.0,-1700.0
2021,6,DEPT OF TRANSPORTATION,Maintenance Districts,GRIFFITH ENERGY SERVIC,Fuel Dealers-Coal Fuel Oil Liq Petroleum Wood,12-07-2020,302.6,-202.60000000000002
2022,1,DEPT OF TRANSPORTATION,Maintenance Districts,NAPA STORE 8031277,Automotive Parts Accessories Stores,07-08-2021,307.94,-207.94
2022,5,SVS FR CHILDREN YOUTH FAMILIES,InterventionTreatment,WENDY'S #17,Fast Food Restaurants,11-03-2021,4.0,96.0
2021,3,DEPT OF HEALTH AND SOCIAL SV,Social Services,GRAINGER,Industrial Supplies Not Elsewhere Classified,09/25/2020,170.53,-70.53
2021,5,DEPT OF CORRECTIONS,Delaware Correctional Industri,LOWES #01571*,Home Supply Warehouse Stores,10/28/2020,29.98,70.02
2019,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,LOWES #02258*,Home Supply Warehouse Stores,05/29/2019,31.98,68.02
2019,2,DEPT OF HEALTH AND SOCIAL SV,Community Health,STAPLS0168028081000001,Stationery-Office Supplies-Printing Writing Pap,08/15/2018,136.01,-36.00999999999999
2022,4,DEPT OF SAFETY AND HOMELAND,Dema,LOWES #02537*,Home Supply Warehouse Stores,10-02-2021,119.88,-19.879999999999995
2021,11,DEL TECH AND COMM COLLEGE,Owens Campus,TOOLTOPIA,Durable Goods Not Elsewhere Classified,04/27/2021,196.06,-96.06
2022,11,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,EPIDEMIC SOUND AB,Media- BooksMoviesMusic,05/18/2022,144.0,-44.0
2020,3,WOODBRIDGE SCHOOL DISTRICT,Woodbridge School District,AMZN MKTP US*J877I0G43,Book Stores,09-11-2019,82.5,17.5
2021,7,DEPT OF CORRECTIONS,Facilities Maintenance,TRI STATE CARPET OUTLET,Equip Furniture Home Furnshngs Strs Excpt Appl,01-06-2021,1551.0,-1451.0
2022,6,LEGISLATIVE BRANCH,General Assembly House,FACEBK KRKS58PR32,Advertising Services,12/14/2021,900.0,-800.0
2019,2,DEL TECH AND COMM COLLEGE,DTCC - Stanton Campus,BALLOON INNOVATIONS LLC,Miscellaneous General Merchandise,08/20/2018,69.7,30.299999999999997
2019,2,DEPT OF AGRICULTURE,Plant Industries,USPS PO 0968260507,Postal Services-Government Only,08-09-2018,7.25,92.75
2022,3,PROVIDENCE CREEK ACAD CHTR SCH,Providence Creek Acad Chtr Sch,AMZN MKTP US*255KU36P0,Book Stores,09-02-2021,39.98,60.02
2023,2,SVS FR CHILDREN YOUTH FAMILIES,InterventionTreatment,CHOP BUERGER GARAGE,Automobile Parking Lots And Garages,08-04-2022,16.0,84.0
2021,3,DEPT OF TRANSPORTATION,Maintenance Districts,ASPEN AERIALS INC,Commercial Equipment Not Elsewhere Classified,09/23/2020,391.38,-291.38
2019,6,SVS FR CHILDREN YOUTH FAMILIES,InterventionTreatment,DART - DOVER,Travel,12-06-2018,65.0,35.0
2020,3,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,CARHARTT,Family Clothing Stores,09-07-2019,749.81,-649.81
2020,5,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,GRAND HYATT WASHINGTON,Lodging,11/24/2019,124.0,-24.0
2023,7,DEPT OF LABOR,Vocational Rehabilitation Svcs,USPS PO 0909900936,Postal Services-Government Only,12/29/2022,180.0,-80.0
2020,1,DEPT OF TRANSPORTATION,Maintenance Districts,SHERIDAN FORD SALES,Auto Truck Dlrs-Sales Svc Reprs Prts Leasing,07/25/2019,236.14,-136.14
2020,4,DEPT OF HEALTH AND SOCIAL SV,Substance Abuse,AMAZON.COM*ED5GR7TU3,Book Stores,09/30/2019,41.23,58.77
2019,11,DEPT OF EDUCATION,Office of the Secretary,IHOP #36-101,Eating Places Restaurants,05-07-2019,18.31,81.69
2022,2,DEPT OF HEALTH AND SOCIAL SV,Community Health,STAPLS0193509105000001,Stationery-Office Supplies-Printing Writing Pap,08-05-2021,57.61,42.39
2019,5,DEPT OF CORRECTIONS,Howard R Young Correct Institu,GRAVES UNIFORMS LLC,Family Clothing Stores,11/19/2018,501.22,-401.22
2021,9,SVS FR CHILDREN YOUTH FAMILIES,Management Information Systems,VZWRLSS*BILL PAY VB,Telecom Incl Prepaid-Recurring Phone Svcs,03/13/2021,724.33,-624.33
2020,4,DEPT OF TRANSPORTATION,Toll Administration,AUTOPAY/DISH NTWK,Cable Satellite Other Pay Television Radio Svcs,10/26/2019,118.54,-18.540000000000006
2019,2,DEPT OF ELECTIONS,New Castle County Elections,AMZN MKTP US,Book Stores,08-01-2018,429.99,-329.99
2020,4,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,DANNER-LACROSSE,Durable Goods Not Elsewhere Classified,10/26/2019,60.0,40.0
2023,5,SVS FR CHILDREN YOUTH FAMILIES,24 Hour Treatment,ATLANTIC BROADBAND,Cable Satellite Other Pay Television Radio Svcs,11/24/2022,216.88,-116.88
2022,11,SVS FR CHILDREN YOUTH FAMILIES,24 Hour Treatment,DOLLAR TREE,Variety Stores,05-05-2022,15.0,85.0
2019,10,DEPT OF TRANSPORTATION,Administration,DOVER AUTOMOTIVE 0022563,Automotive Parts Accessories Stores,04/23/2019,185.09,-85.09
2021,4,DEL TECH AND COMM COLLEGE,DTCC - Stanton Campus,ACME 0871,Grocery Stores Supermarkets,10/13/2020,87.31,12.689999999999998
2021,2,EXECUTIVE,Office of the Governor,IDU*INSIGHT PUBLIC SEC,Computer Software Stores,08-06-2020,84.27,15.730000000000004
2020,11,LAS AMERICAS ASPIRA,Las Americas ASPIRA,MOTHER GOOSE TIME,Schools Educational Svc-Not Elsewhere Classified,05/22/2020,3493.97,-3393.97
2021,4,DEPT OF HEALTH AND SOCIAL SV,Social Services,STAPLS0186911551000001,Stationery-Office Supplies-Printing Writing Pap,10/14/2020,25.26,74.74
2022,10,DEPT OF SAFETY AND HOMELAND,Communications,STARBUCKS STORE 07368,Fast Food Restaurants,04/14/2022,4.72,95.28
2019,5,INSURANCE COMMISSIONER,Bur Of Exam Rehab And Guara,INTERNATIONAL TRANSACTION,Internal Transaction,11-06-2018,0.27,99.73
2020,4,LAKE FOREST SCHOOL DISTRICT,Lake Forest School District,SOUTHWES 5262129180221,Airline,10-09-2019,583.97,-483.97
2021,11,DEPT OF TECHNOLOGY AND INFOR,Data Center And Operations,STAPLS0191599809000002,Stationery-Office Supplies-Printing Writing Pap,05/15/2021,541.98,-441.98
2023,5,DEPT OF TRANSPORTATION,Maintenance Districts,MSC,Industrial Supplies Not Elsewhere Classified,11-01-2022,225.21,-125.21000000000001
2023,1,DEPT OF SAFETY AND HOMELAND,Dema,DELAWARE STATE FAIR RINK,Recreation Services Not Elsewhere Classified,07-01-2022,900.0,-800.0
2023,7,DEPT OF SAFETY AND HOMELAND,St Council Person WDisib,EASTERN SHORE COFFEE And WA,Miscellaneous And Specialty Retail Stores,01-03-2023,2.0,98.0
2021,5,DEPT OF CORRECTIONS,Delaware Correctional Industri,SHERWIN WILLIAMS 701414,Glass Paint Wallpaper Stores,11/19/2020,20.2,79.8
2021,1,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,MY BINDING COM,Office Photographic Photocopy Microfilm Equipmt,07-02-2020,534.45,-434.45000000000005
2020,5,EXECUTIVE,Fleet Management,FIRST CHOICE AUTO And TRUC,Automotive Service Shops,10/29/2019,2202.57,-2102.57
2019,12,DEPT OF CORRECTIONS,Facilities Maintenance,GRAINGER,Industrial Supplies Not Elsewhere Classified,06-06-2019,137.88,-37.879999999999995
2019,3,DEPT OF CORRECTIONS,James T Vaughn Correctional C,GOODMANS.NET,Electrical Parts And Equipment,08/29/2018,26.5,73.5
2023,1,CAPE HENLOPEN SCHOOL DISTRICT,Cape Henlopen School District,IN *AMERICAN ASSOC OF SCH,Associations-Civic Social And Fraternal,07-05-2022,150.0,-50.0
2019,5,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,COMCAST,Cable Satellite Other Pay Television Radio Svcs,11/18/2018,93.08,6.920000000000002
2020,12,DEPT OF TRANSPORTATION,Traffic,CONTROLBYWEB,Computer Software Stores,06-01-2020,1580.73,-1480.73
2019,7,DEPT OF STATE,Veterans Home,BLR/HCPRO,Advertising Services,01/18/2019,217.9,-117.9
2022,4,CAPITAL SCHOOL DISTRICT,Capital School District,LOBBY HOUSE,Eating Places Restaurants,10-07-2021,124.0,-24.0
2023,6,LAS AMERICAS ASPIRA,Las Americas ASPIRA,BJS WHOLESALE #0178,Wholesale Clubs,12-05-2022,-166.26,-66.25999999999999
2023,4,DEPT OF STATE,Delaware Public Archives,ZOOM.US 888-799-9666,Telecom Incl Prepaid-Recurring Phone Svcs,10/15/2022,14.99,85.01
2023,7,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,AMZN MKTP US,Book Stores,01/24/2023,-15.98,84.02
2021,12,KUUMBA ACADEMY CHARTER SCHOOL,Kuumba Academy Charter School,AMZN MKTP US*2R48H6YC2,Book Stores,06-04-2021,9.99,90.01
2023,5,DEPT OF HEALTH AND SOCIAL SV,Hospital ft Chronically Ill,WALMART.COM,Discount Stores,10/28/2022,8.08,91.92
2020,8,DEL TECH AND COMM COLLEGE,DTCC - Stanton Campus,ISPE,Schools Educational Svc-Not Elsewhere Classified,02/18/2020,700.0,-600.0
2023,6,EXECUTIVE,Pensions,FEDEX 770644280563,Courier Svc-Air Ground Freight Forwarders,12-04-2022,8.74,91.26
2019,4,DEL TECH AND COMM COLLEGE,DTCC - Office of the President,AMAZON.COM*MT70I4QM2,Book Stores,10-04-2018,2392.82,-2292.82
2020,3,DEPT OF SAFETY AND HOMELAND,State Police Transportation,CHEVRON 0354086,Fuel Dispenser Automated,09/13/2019,21.03,78.97
2020,4,DEPT OF FINANCE,State Lottery Office,TAXI SVC LAS VEGAS,Travel,10/18/2019,24.53,75.47
2021,2,DEPT OF HEALTH AND SOCIAL SV,Community Health,CAN*CANONFINANCIAL CFS,Electronic Sales,08/23/2020,332.1,-232.10000000000002
2023,2,DEL TECH AND COMM COLLEGE,DTCC - Terry Campus,WAL-MART #1736,Grocery Stores Supermarkets,07/27/2022,565.32,-465.32000000000005
2021,11,SVS FR CHILDREN YOUTH FAMILIES,Secure Care,DOLLAR TREE,Variety Stores,05/24/2021,10.0,90.0
2019,7,DEPT OF FINANCE,Office Of The Secretary,NEW ORLEANS AIRPORT,Fast Food Restaurants,01-09-2019,11.5,88.5
2022,5,DEL TECH AND COMM COLLEGE,Owens Campus,NASCO FORT ATKINSON,Direct Marketing-Combination Catalog-Retail Merch,11/24/2021,2089.38,-1989.38
2020,4,JUDICIAL,Family Court,INDEPENDENT NEWSMEDIA,Advertising Services,10-10-2019,470.0,-370.0
2021,10,LEGAL,Department of Justice,AMERICAN AIR0010628499352,Airline,04-12-2021,45.66,54.34
2020,4,DEL TECH AND COMM COLLEGE,Owens Campus,AMZN MKTP US*MN1328B03,Book Stores,10-04-2019,12.93,87.07
2021,10,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,DOG WASTE DEPOT,Business Services-Not Elsewhere Classified,04-02-2021,906.59,-806.59
2022,9,DEPT OF TECHNOLOGY AND INFOR,Data Center And Operations,VERIZON*ONETIMEPAYMENT,Telecom Incl Prepaid-Recurring Phone Svcs,03/23/2022,260.02,-160.01999999999998
2020,9,SVS FR CHILDREN YOUTH FAMILIES,24 Hour Treatment,ACME #3816,Grocery Stores Supermarkets,03-08-2020,11.99,88.01
2023,2,DEPT OF CORRECTIONS,Plummer Community Corrections,COMCAST,Cable Satellite Other Pay Television Radio Svcs,08-03-2022,62.61,37.39
2019,2,JUDICIAL,Ofc Of St Court Administrator,DELAWARE MOVING STORAGE,Freight Carrier Trucking-Lcl-Lng Dist Mvg-Storage,08/13/2018,150.0,-50.0
2019,5,DEPT OF STATE,Professional Regulation,IN *LANGUAGE TRAINING CEN,Professional Services-Not Elsewhere Classified,11/26/2018,21.58,78.42
2019,8,JUDICIAL,Court Of Common Pleas,BRILLIANTPROMOS,Consulting Management And Public Relations Svcs,02-06-2019,28.55,71.45
2022,2,DEPT OF SAFETY AND HOMELAND,Dema,VZWRLSS*APOCC VISB,Telecom Incl Prepaid-Recurring Phone Svcs,08-09-2021,214.4,-114.4
2019,10,DEPT OF TRANSPORTATION,Maintenance Districts,MANLOVE AUTO PTS 160,Automotive Parts Accessories Stores,04-10-2019,39.56,60.44
2021,9,DEPT OF EDUCATION,Operations Support,STK*SHUTTERSTOCK,Commercial Art Graphics Photography,02-11-2021,35.0,65.0
2023,1,CAPITAL SCHOOL DISTRICT,Capital School District,SAMS CLUB #6330,Wholesale Clubs,07/21/2022,42.24,57.76
2021,10,DEL TECH AND COMM COLLEGE,Owens Campus,THE HOME DEPOT 1604,Home Supply Warehouse Stores,04-06-2021,243.01,-143.01
2021,10,DEPT OF TRANSPORTATION,Maintenance Districts,CITY OF WILMINGTON,Utlts-Elctrc Gas Heating Oil Sanitary Water,04/21/2021,478.66,-378.66
2020,3,DEPT OF TRANSPORTATION,Maintenance Districts,SALISBURY AUTOMOTIVE,Automotive Parts Accessories Stores,09/24/2019,53.97,46.03
2022,8,SUSSEX ACADEMY OF ARTSSCIENCE,Sussex Academy Of ArtsScience,XEROX CORPORATION/RBO,Office Photographic Photocopy Microfilm Equipmt,02/24/2022,44.93,55.07
2022,11,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,LEVEL 7 CHEMICAL,Chemicals-Allied Products Not Elsewhere Classified,05/23/2022,75.23,24.769999999999996
2023,2,DEPT OF HEALTH AND SOCIAL SV,Office OT Secretary,COASTAL KITCHEN AND BAR,Eating Places Restaurants,08/15/2022,21.8,78.2
2022,7,DEPT OF CORRECTIONS,Facilities Maintenance,AQUAFLOW PUMP And SUPPLY C,Plumbing And Heating Equipment,12/28/2021,1173.84,-1073.84
2020,6,DEPT OF HEALTH AND SOCIAL SV,Social Services,STAPLS0180184545000001,Stationery-Office Supplies-Printing Writing Pap,12/21/2019,37.93,62.07
2019,3,THE CHARTER SCHOOL OF WILMNGTN,The Charter School Of Wilmngtn,AMZN MKTP US,Book Stores,08/31/2018,116.22,-16.22
2021,7,DEPT OF HEALTH AND SOCIAL SV,Child Support Services,USPS PO 0968200550,Postal Services-Government Only,01/15/2021,139.4,-39.400000000000006
2020,5,DEPT OF TRANSPORTATION,Maintenance Districts,WESCO - # 1447,Electrical Parts And Equipment,11/19/2019,95.52,4.480000000000004
2019,5,DEL TECH AND COMM COLLEGE,DTCC - Terry Campus,AMZN MKTP US*M840E0MD2,Book Stores,11-05-2018,11.99,88.01
2019,10,DEPT OF STATE,Professional Regulation,COLONIAL PARKING CORP.,Automobile Parking Lots And Garages,04-10-2019,32.5,67.5
2019,1,LAKE FOREST SCHOOL DISTRICT,Lake Forest School District,USPS PO 0928600952,Postal Services-Government Only,07-12-2018,6.7,93.3
2022,10,CHRISTINA SCHOOL DISTRICT,Christina School District,AMERICAN AIR0012420509773,Airline,04/13/2022,627.2,-527.2
2023,6,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,BEST BUY MHT 00004655,Electronic Sales,12-06-2022,503.38,-403.38
2022,6,LEGAL,Department of Justice,AMZN MKTP US,Book Stores,12/23/2021,-27.38,72.62
2020,11,DEPT OF TRANSPORTATION,Maintenance Districts,B And G AUTO BODY,Contractors Special Trade-Not Elsewhere Classified,05-01-2020,2727.17,-2627.17
2020,2,SVS FR CHILDREN YOUTH FAMILIES,InterventionTreatment,DART-INFO CTR #151,Travel,08-12-2019,35.0,65.0
2021,9,DEPT OF HEALTH AND SOCIAL SV,Medicaid And Medical Assista,WILMINGTON FRA,Business Services-Not Elsewhere Classified,03/25/2021,347.5,-247.5
2021,7,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,DELAWARE BRICK CO.-DOVER,Building Materials Lumber Stores,01/25/2021,286.8,-186.8
2021,12,DEPT OF HEALTH AND SOCIAL SV,Hospital ft Chronically Ill,STAPLES INC - VT,Stationery-Office Supplies-Printing Writing Pap,05/28/2021,191.85,-91.85
2023,2,DEPT OF CORRECTIONS,Howard R Young Correct Institu,OFFICE SUPPLIES,Stationery-Office Supplies-Printing Writing Pap,08-06-2022,279.77,-179.76999999999998
2020,3,DEPT OF HEALTH AND SOCIAL SV,Community Health,STAPLS0177778735000001,Stationery-Office Supplies-Printing Writing Pap,09/17/2019,309.71,-209.70999999999998
2021,2,DEPT OF SAFETY AND HOMELAND,State Police-Executive,TRIPLE J STEAKS And SEAFOOD,Eating Places Restaurants,08/25/2020,48.09,51.91
2022,9,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,SUNWINK CORP,Misc Food Store-Convenience Mrkt Splty Vendng Macs,03/17/2022,44.94,55.06
2021,5,INSURANCE COMMISSIONER,Bur Of Exam Rehab And Guara,STRAIGHTTALK*AIRTIME,Telecom Incl Prepaid-Recurring Phone Svcs,11-10-2020,35.95,64.05
2023,4,EXECUTIVE,Fleet Management,MILFORD CHEVY OFFICE,Auto Truck Dlrs-Sales Svc Reprs Prts Leasing,10/21/2022,653.13,-553.13
2022,10,CAESAR RODNEY SCHOOL DISTRICT,CAESAR RODNEY SCHOOL DISTRICT,EF EDUCATION FIRST,Schools Educational Svc-Not Elsewhere Classified,04-08-2022,732.0,-632.0
2020,6,DEPT OF STATE,Delaware Economic Development,SHERATON,Lodging,12-04-2019,23.26,76.74
2022,9,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,AMAZON.COM*1N8YU09H1,Book Stores,03/21/2022,423.75,-323.75
2020,8,MILFORD SCHOOL DISTRICT,Milford School District,MARTA TVM 00000018,Travel,02-03-2020,6.0,94.0
2019,9,DEPT OF TRANSPORTATION,Maintenance Districts,DOUGLAS DYNAMICS,Commercial Equipment Not Elsewhere Classified,03-08-2019,362.05,-262.05
2020,1,DEPT OF STATE,Delaware Economic Development,PARKMOBILE-WILMINGTOND,Automobile Parking Lots And Garages,06/29/2019,1.45,98.55
2020,11,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,VERIZONWRLSS*RTCCR VB,Telecom Incl Prepaid-Recurring Phone Svcs,04/30/2020,41.68,58.32
2019,6,SUSSEX ACADEMY OF ARTSSCIENCE,Sussex Academy Of ArtsScience,AMZN MKTP US*M27HD1QG0,Book Stores,12/21/2018,3.58,96.42
2020,3,DEPT OF CORRECTIONS,Delaware Correctional Industri,ENVELOPE PRODUCTS GROUP W,Miscellaneous Publishing And Printing,09-05-2019,4225.54,-4125.54
2023,1,LAKE FOREST SCHOOL DISTRICT,Lake Forest School District,STAPLES DIRECT,Stationery-Office Supplies-Printing Writing Pap,07/21/2022,209.45,-109.44999999999999
2019,4,DEL TECH AND COMM COLLEGE,WILMINGTON CAMPUS,DIGITAL JUICE,Commercial Art Graphics Photography,10/15/2018,9.95,90.05
2023,5,SUSSEX TECHNICAL SCHL DISTRICT,Sussex Technical Schl District,DLTCRP BACKGROUND CHECK,Government Services-Not Elsewhere Classified,11/21/2022,25.0,75.0
2023,1,DEPT OF TRANSPORTATION,Maintenance Districts,FISHER AUTO PARTS 230,Automotive Parts Accessories Stores,07/19/2022,193.53,-93.53
2022,12,BRANDYWINE SCHOOL DISTRICT,Brandywine School District,DOLLAR TREE,Variety Stores,06/13/2022,7.5,92.5
2023,4,FIRE PREVENTION COMMISSION,State Fire School,INTERNATIONAL TRANSACTION,Internal Transaction,10-07-2022,0.45,99.55
2020,11,DEPT OF TRANSPORTATION,ENGINEERING SUPPORT,NORTH EAST TECHNICAL SERV,Electronic Sales,05/18/2020,11.5,88.5
2022,2,DEPT OF EDUCATION,Operations Support,STAPLS0193495510000002,Stationery-Office Supplies-Printing Writing Pap,08-06-2021,20.8,79.2
2019,3,DEPT OF HEALTH AND SOCIAL SV,Hospital ft Chronically Ill,BELTONE AUDIO SERVICES,Hearing Aids-Sales Service Supply Stores,09/24/2018,995.0,-895.0
2021,9,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,AMZN MKTP US*P44IY3PX3,Book Stores,02-05-2021,36.17,63.83
2021,10,DEPT OF SAFETY AND HOMELAND,State Police-Executive,CORNER BAKERY 0109,Eating Places Restaurants,04-01-2021,6.27,93.73
2020,7,DEPT OF CORRECTIONS,Facilities Maintenance,STAPLS0180532995000001,Stationery-Office Supplies-Printing Writing Pap,01-09-2020,51.68,48.32
2020,6,DEPT OF EDUCATION,Student Support,RENAISSANCE ARL CAPVWF,Lodging,12-04-2019,30.0,70.0
2020,4,WOODBRIDGE SCHOOL DISTRICT,Woodbridge School District,NASCO FORT ATKINSON,Direct Marketing-Combination Catalog-Retail Merch,09/30/2019,307.19,-207.19
2019,10,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,HOMEDEPOT.COM,Home Supply Warehouse Stores,04-08-2019,163.46,-63.46000000000001
2021,3,DEPT OF SAFETY AND HOMELAND,State Police-Executive,DIEGOS THOMAS DRIVE,Eating Places Restaurants,09/16/2020,19.38,80.62
2020,1,DEPT OF TRANSPORTATION,Traffic,SP * IKEGPS SHOP,Computers Computer Peripheral Equipment Software,07-12-2019,514.4,-414.4
2020,3,MILFORD SCHOOL DISTRICT,Milford School District,LOWES #00907*,Home Supply Warehouse Stores,09/18/2019,159.0,-59.0
2019,5,DEPT OF HEALTH AND SOCIAL SV,State Service Centers,FIELDPRINT INC,Information Retrieval Services,11-02-2018,27.5,72.5
2020,4,DEPT OF HEALTH AND SOCIAL SV,Community Services,LAERDALMEDICAL,Dental-Lab-Med-Ophthalmic Hosp Equip Supplies,10-10-2019,28.5,71.5
2019,12,SVS FR CHILDREN YOUTH FAMILIES,InterventionTreatment,JOHNNY JANOSIK INC,Equip Furniture Home Furnshngs Strs Excpt Appl,06-06-2019,318.85,-218.85000000000002
2019,2,DEPT OF TRANSPORTATION,Maintenance Districts,SHERIDAN FORD SALES,Auto Truck Dlrs-Sales Svc Reprs Prts Leasing,08/15/2018,229.08,-129.08
2020,3,DEPT OF CORRECTIONS,Steven R Floyd Sr Training A,CAPITOL CLEANERS - NEW,Dry Cleaners,09-12-2019,1002.24,-902.24
2019,12,COLONIAL SCHOOL DISTRICT,Colonial School District,LA QUINTA INNS 0173,Lodging,06/21/2019,359.34,-259.34
2020,12,LEGAL,Department of Justice,NYTIMES,Direct Marketing-Continuity-Subscription Merchants,06/23/2020,12.5,87.5
2021,4,EXECUTIVE,Food Distribution,ULINE *SHIP SUPPLIES,Direct Marketing-Catalog Merchants,09/30/2020,3594.41,-3494.41
